,0.0km,0.5km,1.0km,1.5km,2.0km,2.5km,3.0km,3.5km,4.0km,4.5km,5.0km,5.5km,6.0km,6.5km,7.0km,7.5km,8.0km,8.5km,9.0km,9.5km,10.0km,10.5km,11.0km,11.5km
2010-10-01,17.88,31.749000000000002,40.115,41.335,44.585,42.323,48.58,51.641000000000005,50.81,53.023,53.481,53.678999999999995,55.538999999999994,59.206,61.648,61.818999999999996,70.242,86.96799999999999,116.95100000000001,120.156,52.857,67.905,85.611,85.2
2010-11-01,16.903,24.188000000000002,30.829,33.236,35.343,38.014,42.04600000000001,45.568000000000005,44.17100000000001,44.973,45.48,47.25,46.75,48.74,50.516000000000005,53.908,54.63,59.586000000000006,76.67699999999999,112.962,122.366,138.2,176.158,184.90900000000002
2010-12-01,24.575,32.792,37.143,41.701,44.568999999999996,44.133,44.696000000000005,47.066,48.148,49.173,52.13,52.986000000000004,56.552,66.863,84.045,76.273,73.645,77.432,86.85,92.524,117.199,283.254,238.986,204.889
2011-01-01,20.756,34.064,38.806999999999995,44.836000000000006,47.32899999999999,47.215,47.393,47.398,49.835,48.897,50.32,51.976000000000006,53.507,52.343999999999994,53.657,54.951,57.722,63.893,80.03699999999999,77.563,92.914,147.829,249.56,335.505
2011-02-01,20.65,33.891,40.586999999999996,45.062,45.941,47.931999999999995,48.291000000000004,48.50899999999999,50.123000000000005,51.909,48.066,47.846000000000004,51.284,52.282,50.841,53.563,60.075,63.006,67.188,66.741,88.99600000000001,75.098,119.99600000000001,226.093
2011-03-01,32.861999999999995,40.223,47.132,50.163000000000004,53.87,55.181999999999995,56.063,55.123999999999995,56.523,57.28,55.945,55.472,54.644,56.971000000000004,57.122,56.852,56.14,58.589,58.099,61.843999999999994,64.493,71.836,124.32700000000001,224.44799999999998
2011-04-01,28.538,40.508,43.99100000000001,47.544,48.97,47.117,48.217,54.49,56.908,59.86600000000001,61.373000000000005,59.879,55.076,56.97,67.789,64.885,70.321,76.429,88.973,114.272,102.684,241.93200000000002,219.442,254.0
2011-05-01,49.24,56.466,53.221000000000004,55.505,53.865,51.75899999999999,53.681000000000004,54.262,56.458,60.08,52.953,57.305,65.393,69.28399999999999,76.038,78.079,84.63799999999999,89.613,76.28,80.374,84.694,159.866,176.296,237.45
2011-06-01,40.614000000000004,46.299,48.38399999999999,50.935,49.707,53.007,52.773999999999994,56.648999999999994,56.923,60.997,62.71,64.667,67.796,70.933,86.919,93.49700000000001,98.34100000000001,104.16799999999999,117.36,161.203,194.169,150.36700000000002,133.19799999999998,213.57
2011-07-01,34.111999999999995,41.045,43.918,46.653,48.809,50.465,50.941,56.793,61.763000000000005,64.774,68.689,69.366,74.196,76.548,83.02,90.10799999999999,100.66,118.521,122.43799999999999,146.858,218.361,216.007,188.61599999999999,212.729
2011-08-01,32.787,40.995,41.538999999999994,40.711,41.718999999999994,46.151,47.019,51.04600000000001,53.887,57.126000000000005,61.501000000000005,65.699,63.331,64.778,67.058,77.281,80.723,88.175,96.307,119.4,140.735,299.606,278.915,235.36599999999999
2011-09-01,29.228,39.861999999999995,42.589,43.82,44.763999999999996,51.269,50.979,50.961000000000006,52.097,56.342,56.549,57.997,60.435,66.547,64.384,72.085,63.942,61.387,55.861999999999995,66.44,57.911,98.73200000000001,61.533,70.182
2011-10-01,21.879,31.445999999999998,38.872,39.256,44.761,44.461000000000006,44.78,48.62,48.47,49.026,49.55,49.089,50.732,53.717,57.184,56.781000000000006,61.818999999999996,64.191,64.14399999999999,95.723,74.068,110.962,135.514,216.252
2011-11-01,13.09,39.652,48.37,46.923,48.933,52.739,51.993,50.853,52.65,49.406000000000006,50.13,49.99,50.646,49.525,48.06,50.121,51.558,49.854,52.45,65.355,55.88399999999999,69.26100000000001,92.605,74.667
2011-12-01,21.599,31.819000000000003,34.955999999999996,36.724000000000004,38.650999999999996,41.361000000000004,42.333999999999996,44.224,43.393,44.385,44.693999999999996,45.291000000000004,46.67,49.818000000000005,53.465,63.165,66.683,84.072,117.977,114.635,145.0,94.29700000000001,60.812,44.519
2012-01-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2012-02-01,18.283,30.041999999999998,35.586,41.799,41.507,42.31,42.675,43.766000000000005,45.486000000000004,45.242,44.023999999999994,45.855,45.36600000000001,45.123000000000005,47.332,53.196000000000005,62.117,68.343,77.035,85.62700000000001,97.35799999999999,139.32,104.309,174.98
2012-03-01,28.614,40.406,42.445,44.864,47.353,47.742,48.382,49.037,50.567,50.36600000000001,52.88,52.468,53.773999999999994,53.996,52.854,58.216,56.185,58.971000000000004,63.975,64.52600000000001,85.12799999999999,123.476,171.333,319.594
2012-04-01,30.515,44.216,47.996,51.758,53.806000000000004,53.739,54.887,55.895,55.482,57.317,58.352,59.747,60.95399999999999,64.157,61.053000000000004,74.027,83.66799999999999,105.881,156.963,150.42600000000002,213.408,-9999.0,471.476,455.57099999999997
2012-05-01,38.25,46.898999999999994,48.957,51.891999999999996,58.976000000000006,53.771,50.457,52.523,54.292,54.419,56.185,58.418,62.058,64.642,68.027,65.56,86.579,162.47,137.957,183.166,197.263,81.8,74.75,78.222
2012-06-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2012-07-01,37.911,46.922,56.74100000000001,50.15,51.342,44.93899999999999,48.827,52.608999999999995,53.305,61.611000000000004,66.85,65.959,72.836,76.126,77.51100000000001,84.509,98.10600000000001,115.41,178.293,133.30200000000002,196.078,186.107,260.347,332.526
2012-08-01,42.576,48.613,52.074,42.77,47.133,45.753,49.577,52.763000000000005,55.33,56.777,61.67,62.505,66.227,66.594,63.50899999999999,69.257,77.905,81.214,93.175,99.955,118.891,153.352,78.02,82.53399999999999
2012-09-01,31.405,42.525,54.161,51.0,45.68899999999999,54.373000000000005,61.667,57.4,53.021,54.199,54.193000000000005,54.386,55.192,56.351000000000006,61.693000000000005,61.006,61.06399999999999,61.102,61.68,73.835,83.569,95.387,98.935,75.111
2012-10-01,15.667,32.733000000000004,31.164,37.87,39.802,42.033,40.631,45.443000000000005,46.161,46.68,46.318999999999996,45.79,46.903,50.446000000000005,53.38,57.383,61.248000000000005,64.697,78.444,74.189,97.90899999999999,145.8,163.2,156.333
2012-11-01,12.557,28.478,40.465,41.503,42.49100000000001,44.828,44.809,45.82899999999999,46.56399999999999,45.995,46.836999999999996,47.318999999999996,46.748999999999995,49.394,45.106,47.5,45.408,53.662,50.895,71.732,57.863,61.961999999999996,173.69799999999998,103.647
2012-12-01,17.069000000000003,30.348000000000003,33.631,36.066,39.385,43.263999999999996,43.527,44.873000000000005,44.708,45.562,44.81,45.167,44.591,46.052,47.293,51.785,53.471000000000004,61.777,82.36399999999999,104.177,119.93299999999999,152.711,197.178,227.105
2013-01-01,14.629000000000001,21.904,32.794000000000004,40.657,41.466,41.396,44.071000000000005,44.976000000000006,46.583999999999996,47.037,48.391999999999996,49.361000000000004,49.226000000000006,49.158,52.943000000000005,58.516000000000005,69.233,74.946,73.286,103.851,120.765,142.985,186.54,302.83799999999997
2013-02-01,17.648,24.903000000000002,34.635,39.025999999999996,37.306999999999995,38.329,43.327,40.031,44.324,43.165,42.0,44.053999999999995,42.736999999999995,45.333,47.354,52.598,55.092,60.559,101.20200000000001,116.431,69.696,111.96600000000001,-9999.0,-9999.0
2013-03-01,28.739,38.204,45.586999999999996,47.793,51.424,51.512,50.548,52.188,54.953,56.986999999999995,58.163000000000004,57.757,58.065,56.667,60.5,64.357,75.62899999999999,99.465,125.559,95.738,138.202,469.19,551.053,567.3330000000001
2013-04-01,30.236,39.945,45.532,46.923,46.946000000000005,47.701,48.898999999999994,54.431999999999995,54.655,55.82,55.828,59.165,60.56100000000001,63.141999999999996,69.15100000000001,66.452,63.813,67.518,78.957,99.501,143.192,336.43199999999996,-9999.0,-9999.0
2013-05-01,35.571,42.585,43.736000000000004,50.465,52.135,55.161,55.352,55.493,58.144,59.934,61.76,69.061,66.90100000000001,68.818,71.282,82.945,95.956,121.04899999999999,151.685,212.50599999999997,203.295,340.70300000000003,391.148,540.25
2013-06-01,35.407,42.019,44.093,47.403,51.489,52.236999999999995,57.157,55.63,56.458999999999996,58.196999999999996,56.952,62.019,66.525,71.289,71.09,74.142,71.60600000000001,79.222,80.87899999999999,109.169,157.047,241.239,417.30300000000005,255.80599999999998
2013-07-01,46.635,53.771,52.041000000000004,52.763000000000005,51.997,53.917,56.14,58.268,60.298,61.318999999999996,64.062,62.61,64.28,73.369,73.135,72.993,74.867,80.99,81.044,89.395,115.09200000000001,217.355,93.322,125.56700000000001
2013-08-01,36.736,43.754,47.177,49.378,47.643,47.963,49.68600000000001,52.931999999999995,58.168,60.861999999999995,62.218999999999994,61.496,59.858000000000004,63.466,63.758,68.64399999999999,73.068,71.192,74.91,80.477,167.03099999999998,174.2,298.481,326.9
2013-09-01,19.742,28.375,36.569,41.5,43.714,50.333,56.723,56.308,60.22,60.222,56.711000000000006,62.708,60.06100000000001,58.236999999999995,63.937,67.494,68.359,63.053000000000004,63.75,75.455,144.25799999999998,254.729,92.167,113.118
2013-10-01,13.030999999999999,34.053000000000004,39.716,40.272,43.598,43.473,42.641999999999996,45.14,44.898999999999994,44.545,44.802,48.036,47.1,48.285,50.937,49.508,48.735,57.183,66.063,76.883,49.266000000000005,57.549,82.045,116.167
2013-11-01,17.962,25.476,34.207,40.02,46.93899999999999,47.702,47.176,49.548,48.086000000000006,43.74100000000001,41.745,43.863,42.923,41.974,45.728,48.118,48.43,46.803000000000004,47.68,83.09100000000001,82.147,159.553,177.68400000000003,176.343
2013-12-01,17.177,35.259,41.011,42.825,44.961999999999996,44.534,46.398,47.473,47.724,46.565,46.17100000000001,46.53,47.428000000000004,49.677,47.625,49.978,54.168,55.102,86.13799999999999,63.346000000000004,75.688,62.388999999999996,76.944,112.08
2014-01-01,20.863000000000003,31.119,38.324,43.258,45.637,46.422,49.066,49.922,49.733999999999995,48.221000000000004,48.467,48.601000000000006,48.075,48.465,49.306000000000004,57.708,61.38,68.627,67.991,90.024,98.449,185.685,154.02700000000002,207.868
2014-02-01,23.991999999999997,36.378,42.87,46.785,46.242,46.817,47.693000000000005,48.402,51.246,51.36,51.108999999999995,48.174,49.458999999999996,50.17,47.835,49.963,52.346000000000004,67.575,93.29899999999999,113.522,158.878,253.18400000000003,229.38099999999997,293.129
2014-03-01,25.811,38.567,44.5,50.033,50.03,51.308,51.105,54.965,54.698,53.119,53.765,52.562,53.378,55.191,54.395,55.172,59.169,57.815,63.266999999999996,61.852,58.681000000000004,82.397,192.709,247.923
2014-04-01,30.276,42.262,46.091,49.683,51.471000000000004,57.151,59.453,63.976000000000006,64.683,64.67699999999999,66.583,64.868,71.94,74.993,86.292,96.505,111.369,110.265,160.709,93.705,143.58,185.09900000000002,402.115,368.343
2014-05-01,37.244,45.922,45.943000000000005,53.655,53.397,54.306999999999995,55.478,52.946000000000005,57.336000000000006,60.045,63.251999999999995,63.692,61.846000000000004,62.716,67.842,95.405,96.47,66.905,69.051,83.568,93.089,348.996,335.33099999999996,379.85699999999997
2014-06-01,40.418,46.247,43.912,44.552,47.913000000000004,48.074,52.68,55.922,57.668,55.93600000000001,59.31,62.016999999999996,63.262,60.93600000000001,61.343999999999994,60.63,64.532,71.214,85.505,121.086,165.50400000000002,88.3,200.27599999999998,327.7
2014-07-01,45.68899999999999,52.483999999999995,56.213,62.47,63.693000000000005,57.196000000000005,59.637,63.012,62.5,63.99100000000001,70.593,68.05199999999999,69.956,69.60600000000001,70.80199999999999,79.265,97.296,109.14299999999999,106.295,106.306,152.747,156.975,118.706,144.783
2014-08-01,28.491999999999997,36.634,38.144,44.953,45.873000000000005,46.433,47.63,49.193999999999996,54.598,59.653,61.401,62.07,54.768,63.523999999999994,61.356,67.05199999999999,62.073,64.044,84.04899999999999,95.07799999999999,143.333,162.398,300.756,314.188
2014-09-01,60.333,-9999.0,53.571000000000005,55.636,55.5,48.455,56.3,53.833,53.0,59.292,60.6,65.467,63.0,60.556000000000004,60.056000000000004,62.435,88.24,78.194,83.26700000000001,85.488,83.934,86.25,106.06200000000001,135.429
2014-10-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2014-11-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2014-12-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2015-01-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2015-02-01,20.984,33.304,41.475,45.068000000000005,46.297,47.51,49.481,53.175,52.077,51.93,51.483999999999995,47.628,52.041000000000004,60.898999999999994,67.03399999999999,71.2,72.48100000000001,75.735,156.136,175.426,124.21700000000001,-9999.0,-9999.0,-9999.0
2015-03-01,28.162,35.878,41.761,46.629,50.895,51.897,48.828,56.0,50.525,52.966,59.763999999999996,57.016999999999996,69.111,57.901,63.174,67.012,98.883,143.51,223.547,233.18400000000003,253.715,323.70799999999997,248.553,264.02
2015-04-01,44.783,59.36600000000001,65.45100000000001,63.541000000000004,69.22800000000001,68.494,71.939,75.514,76.836,74.22399999999999,76.432,73.089,72.422,74.898,82.73,84.417,78.1,78.957,87.699,106.652,139.308,183.78599999999997,213.511,307.698
2015-05-01,35.446999999999996,50.106,58.376000000000005,58.361999999999995,66.594,75.792,77.91199999999999,77.75,83.493,95.914,117.291,107.583,119.699,83.59700000000001,77.61399999999999,77.181,85.154,84.725,96.74600000000001,107.69200000000001,158.014,287.768,302.133,366.029
2015-06-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2015-07-01,51.111000000000004,50.358000000000004,46.745,52.49100000000001,59.766999999999996,59.665,60.156000000000006,59.388999999999996,68.5,70.859,78.824,80.91199999999999,82.053,72.043,73.616,74.226,82.927,84.005,89.03200000000001,97.551,144.88299999999998,136.507,178.47799999999998,139.082
2015-08-01,61.467,62.711999999999996,66.37899999999999,67.5,64.955,59.016999999999996,62.265,62.513000000000005,60.343999999999994,57.797,59.333,59.872,62.325,62.43899999999999,67.88,65.15899999999999,59.74100000000001,66.722,74.73899999999999,81.862,64.87899999999999,75.281,103.977,186.361
2015-09-01,39.629,39.773,41.617,42.688,43.812,47.242,48.074,52.082,55.167,52.736999999999995,52.935,57.047,58.688,65.226,56.034,53.86,60.08,77.885,130.953,99.262,113.925,144.24,166.27900000000002,223.2
2015-10-01,21.71,34.329,40.501999999999995,42.907,43.253,43.878,46.187,45.178999999999995,45.08,46.864,47.385,48.971000000000004,51.806999999999995,47.974,46.497,46.738,47.303000000000004,48.005,48.84,51.66,55.711999999999996,76.887,94.32600000000001,128.379
2015-11-01,17.679000000000002,30.748,38.308,40.117,42.136,43.886,44.857,47.297,49.312,47.111999999999995,46.42,47.512,46.223,48.608000000000004,47.68,46.861999999999995,48.739,47.661,54.101000000000006,62.043,76.237,73.819,106.816,150.441
2015-12-01,20.435,35.663000000000004,39.431,40.266,40.329,42.409,44.832,45.093,45.93899999999999,46.29600000000001,47.391999999999996,47.42100000000001,46.658,46.536,47.263999999999996,47.763999999999996,47.208,47.868,47.272,49.202,59.718,60.635,67.102,72.65100000000001
2016-01-01,24.284000000000002,36.012,41.31399999999999,41.508,43.508,44.666000000000004,45.107,47.803000000000004,48.897,49.291000000000004,48.461999999999996,49.145,48.885,49.873999999999995,51.055,53.375,66.971,74.762,84.331,105.291,127.20200000000001,152.107,206.093,260.176
2016-02-01,24.671999999999997,33.857,38.66,39.292,42.485,45.286,43.513999999999996,45.708999999999996,47.508,47.586999999999996,47.107,49.316,50.06399999999999,51.417,52.893,52.468999999999994,50.845,56.495,67.852,91.014,93.57799999999999,202.956,253.456,215.44799999999998
2016-03-01,27.980999999999998,42.83,44.773999999999994,47.43899999999999,51.545,49.653999999999996,51.01,51.326,57.771,61.667,58.108000000000004,59.038999999999994,58.924,59.176,64.04,70.146,76.08,83.66799999999999,101.109,171.88299999999998,248.424,240.942,365.655,424.671
2016-04-01,34.907,44.973,49.148999999999994,51.103,52.516999999999996,53.596000000000004,52.598,56.692,57.748000000000005,59.333999999999996,61.413999999999994,63.913000000000004,66.35600000000001,68.41199999999999,74.054,79.28399999999999,102.264,123.48899999999999,143.632,187.25900000000001,219.977,317.432,381.845,485.659
2016-05-01,42.907,51.548,53.9,54.464,57.785,60.041000000000004,64.815,71.429,74.796,74.741,71.264,73.23899999999999,73.291,75.258,74.161,78.714,76.575,83.75399999999999,88.934,111.84200000000001,138.35299999999998,202.734,283.466,231.637
2016-06-01,39.444,47.99100000000001,49.086000000000006,52.821999999999996,51.096000000000004,54.601000000000006,58.71,60.483000000000004,61.442,62.82899999999999,67.74600000000001,70.35,78.392,81.33800000000001,85.86200000000001,83.556,95.615,98.416,108.39,165.959,230.649,159.028,358.575,381.72900000000004
2016-07-01,41.016999999999996,44.047,46.613,46.395,46.318999999999996,46.301,51.733999999999995,57.11600000000001,59.358000000000004,58.047,62.483000000000004,60.513999999999996,67.60600000000001,67.44800000000001,78.922,73.115,75.23,86.265,104.22,136.966,180.47,181.013,235.829,191.75799999999998
2016-08-01,37.644,41.06100000000001,45.906000000000006,49.418,46.706,46.455,49.933,50.093,51.269,56.748000000000005,58.236999999999995,59.821000000000005,69.361,69.535,77.684,87.72399999999999,102.081,108.68299999999999,114.995,137.862,175.049,155.33700000000002,174.38400000000001,217.468
2016-09-01,41.073,48.096000000000004,53.363,53.071000000000005,49.81,46.832,46.79600000000001,49.652,53.943000000000005,52.669,54.0,56.956,61.196999999999996,61.562,62.675,57.44,54.723,53.619,59.809,59.376000000000005,53.782,60.865,67.914,133.256
2016-10-01,23.943,30.94,37.574,41.202,41.196999999999996,45.42,48.52,49.86,50.378,50.271,49.253,48.114,48.211000000000006,46.699,49.17,51.402,54.468999999999994,57.891999999999996,80.202,90.31299999999999,114.98700000000001,128.605,196.2,84.071
2016-11-01,21.456,33.477,41.42100000000001,38.93,41.511,43.395,47.51,48.93,47.81100000000001,51.443999999999996,50.423,53.882,55.67100000000001,55.295,55.453,56.728,54.08,56.325,59.651,87.572,75.785,234.702,240.729,359.82099999999997
2016-12-01,17.157,38.038000000000004,43.313,43.692,45.674,46.928000000000004,46.373999999999995,46.54,46.258,45.335,45.458999999999996,45.463,46.736000000000004,45.833999999999996,46.294,46.118,47.548,47.013000000000005,46.675,47.318000000000005,49.717,52.533,83.889,120.304
2017-01-01,24.703000000000003,36.641999999999996,39.86,40.698,42.144,42.754,43.434,46.043,44.876999999999995,45.556000000000004,45.623999999999995,46.117,48.03,52.256,57.175,61.611999999999995,64.806,85.27799999999999,115.706,100.445,113.76100000000001,205.269,325.52099999999996,492.358
2017-02-01,24.22,36.736999999999995,39.819,42.113,44.253,45.836000000000006,44.92100000000001,48.903999999999996,48.726000000000006,49.716,51.967,52.653999999999996,53.996,52.284,56.168,59.074,69.089,77.711,79.332,105.79299999999999,124.77600000000001,149.003,274.488,331.841
2017-03-01,29.17,38.8,44.724,45.544,44.538999999999994,44.331,46.153,50.937,53.187,54.786,55.556999999999995,54.765,54.348,54.06399999999999,56.026,57.61,69.396,77.937,97.21600000000001,103.96600000000001,172.005,127.257,240.28599999999997,322.70599999999996
2017-04-01,34.016999999999996,41.841,46.044,49.105,48.923,51.321999999999996,53.718,55.222,58.778,59.412,59.522,62.615,66.13,66.89,72.807,78.399,82.65899999999999,87.723,114.43,135.382,198.477,284.411,229.72099999999998,435.145
2017-05-01,41.497,51.724,52.382,54.966,51.821999999999996,50.138999999999996,52.496,52.284,53.905,53.525,55.942,62.38399999999999,65.363,66.337,65.12899999999999,68.392,63.886,70.112,83.304,95.485,92.499,161.118,251.976,207.99
2017-06-01,38.711,46.43899999999999,48.534,46.868,53.104,47.257,48.775,51.556999999999995,56.858000000000004,58.325,59.73,59.698,65.943,66.95100000000001,72.703,78.055,78.17699999999999,89.785,89.914,94.99700000000001,104.52600000000001,216.422,197.808,350.55699999999996
2017-07-01,39.025,47.696999999999996,47.803000000000004,50.396,48.06100000000001,46.942,45.534,54.873000000000005,55.731,56.99,58.45399999999999,62.298,66.47800000000001,69.14,74.755,81.494,100.911,123.639,131.441,163.015,163.755,167.278,213.929,266.631
2017-08-01,34.722,42.699,45.122,44.996,46.258,46.438,50.457,55.81,57.215,60.278,64.908,62.876999999999995,64.721,64.476,66.818,71.863,73.179,72.247,82.51299999999999,99.911,118.198,241.453,133.842,106.31700000000001
2017-09-01,24.837,36.866,42.324,45.65,48.019,49.132,49.301,51.049,53.754,54.855,56.437,61.352,63.823,61.19,60.74100000000001,61.494,70.214,74.793,79.066,117.83200000000001,152.19899999999998,256.95099999999996,183.58700000000002,176.768
2017-10-01,23.665,35.688,40.133,43.3,42.262,46.836000000000006,50.328,48.413999999999994,51.555,52.724,60.695,63.24,54.523999999999994,53.78,52.251999999999995,55.356,56.691,62.31399999999999,57.52,76.695,57.288000000000004,116.69,82.40100000000001,122.56200000000001
2017-11-01,18.546,33.727,39.359,41.6,43.955,44.843,43.676,44.748999999999995,45.541000000000004,44.869,45.385,45.03,46.053000000000004,45.913000000000004,46.15,45.651,44.12,44.74,46.827,71.992,67.836,73.359,90.025,80.938
2017-12-01,17.522000000000002,24.69,35.984,38.16,42.393,42.907,44.126000000000005,45.013999999999996,46.7,44.223,43.156000000000006,43.177,41.236000000000004,42.051,41.364,44.896,44.45399999999999,43.825,42.43600000000001,45.836999999999996,60.216,36.167,40.455,59.528999999999996
2018-01-01,23.593000000000004,33.679,36.885999999999996,37.359,40.403,43.995,46.79600000000001,45.04600000000001,45.248000000000005,44.096000000000004,43.6,43.637,44.68600000000001,44.43899999999999,53.43,64.679,67.219,96.406,121.986,171.827,145.119,148.735,228.709,269.04400000000004
2018-02-01,20.68,29.096999999999998,34.625,34.667,38.8,39.095,42.192,42.4,45.958,52.118,58.2,49.867,46.25,59.385,89.14299999999999,131.067,-9999.0,-9999.0,198.667,221.733,272.611,375.32,482.1,549.0
2018-03-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2018-04-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2018-05-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2018-06-01,37.3,41.1,40.364000000000004,41.9,44.615,45.05,54.5,56.6,43.25,46.812,72.5,71.333,52.938,54.188,96.80799999999999,116.897,98.645,118.37899999999999,101.853,100.414,109.385,243.304,-9999.0,-9999.0
2018-07-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2018-08-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2018-09-01,46.0,55.846000000000004,54.245,51.778,44.25,31.824,44.02,49.5,47.57899999999999,55.15,56.327,50.707,54.25,48.0,52.385,62.595,48.928999999999995,50.286,49.608000000000004,49.548,45.833,50.817,100.46700000000001,106.8
2018-10-01,30.969,42.928999999999995,49.08,44.2,47.324,46.036,46.088,45.4,57.0,61.706,62.722,65.5,57.294,50.5,58.778,67.529,76.333,79.929,92.69200000000001,109.5,127.545,144.75,138.25,110.773
2018-11-01,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
